filename,tokens,ner_tags
45-BIG BAZAAR PVT LTD.pdf,BIG,B-VENDOR
45-BIG BAZAAR PVT LTD.pdf,BAZAAR,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,PVT,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,LTD,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,1st,O
45-BIG BAZAAR PVT LTD.pdf,Floor,B-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Ahmedabad,B-ADDRESS
45-BIG BAZAAR PVT LTD.pdf,One,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Mall,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Vastrapur,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Ahmedabad,B-ADDRESS
45-BIG BAZAAR PVT LTD.pdf,Gujarat,I-ADDRESS
45-BIG BAZAAR PVT LTD.pdf,380015,I-ADDRESS
45-BIG BAZAAR PVT LTD.pdf,341KKLAE12K4A1E5,O
45-BIG BAZAAR PVT LTD.pdf,CLIENT,B-VENDOR
45-BIG BAZAAR PVT LTD.pdf,INFO,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Varun,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Provision,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Store,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,45,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,606,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,Gota,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Anmedabad,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,382481,B-ADDRESS
45-BIG BAZAAR PVT LTD.pdf,+91,O
45-BIG BAZAAR PVT LTD.pdf,76543,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,21098,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,Date:,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,31-07-2024,B-DATE
45-BIG BAZAAR PVT LTD.pdf,RECIEPT,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,NO:,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,45,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,|,O
45-BIG BAZAAR PVT LTD.pdf,HSN,O
45-BIG BAZAAR PVT LTD.pdf,|,O
45-BIG BAZAAR PVT LTD.pdf,DESCRIPTION,B-VENDOR
45-BIG BAZAAR PVT LTD.pdf,UNIT,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,PRICE,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,TOTAL,I-TAX
45-BIG BAZAAR PVT LTD.pdf,6793,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,Close-Up,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Toothpaste,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,200,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,g,O
45-BIG BAZAAR PVT LTD.pdf,=,O
45-BIG BAZAAR PVT LTD.pdf,200.00,B-PRICE
45-BIG BAZAAR PVT LTD.pdf,=,O
45-BIG BAZAAR PVT LTD.pdf,600.00,B-PRICE
45-BIG BAZAAR PVT LTD.pdf,1250,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,Complan,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,Memory,I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,200,B-QUANTITY
45-BIG BAZAAR PVT LTD.pdf,ml,O
45-BIG BAZAAR PVT LTD.pdf,=,O
45-BIG BAZAAR PVT LTD.pdf,200.00,B-PRICE
45-BIG BAZAAR PVT LTD.pdf,"1,000.00",O
45-BIG BAZAAR PVT LTD.pdf,SUB,B-VENDOR
45-BIG BAZAAR PVT LTD.pdf,TOTAL,I-TAX
45-BIG BAZAAR PVT LTD.pdf,=,O
45-BIG BAZAAR PVT LTD.pdf,"1,600.00",O
45-BIG BAZAAR PVT LTD.pdf,DISCOUNT(15%),B-VENDOR
45-BIG BAZAAR PVT LTD.pdf,=,O
45-BIG BAZAAR PVT LTD.pdf,240.00,B-PRICE
45-BIG BAZAAR PVT LTD.pdf,GST(18%),I-VENDOR
45-BIG BAZAAR PVT LTD.pdf,=,O
45-BIG BAZAAR PVT LTD.pdf,288.00,B-PRICE
45-BIG BAZAAR PVT LTD.pdf,TOTAL,I-TAX
45-BIG BAZAAR PVT LTD.pdf,=,O
45-BIG BAZAAR PVT LTD.pdf,"1,648.00",O
90-CROMA PVT LTD.pdf,Receipt,B-VENDOR
90-CROMA PVT LTD.pdf,No.:,I-VENDOR
90-CROMA PVT LTD.pdf,90,B-QUANTITY
90-CROMA PVT LTD.pdf,Payment,O
90-CROMA PVT LTD.pdf,date:,O
90-CROMA PVT LTD.pdf,12-08-2024,B-DATE
90-CROMA PVT LTD.pdf,Payment,O
90-CROMA PVT LTD.pdf,Type:,B-VENDOR
90-CROMA PVT LTD.pdf,UPI,I-VENDOR
90-CROMA PVT LTD.pdf,From:,I-VENDOR
90-CROMA PVT LTD.pdf,CB,I-VENDOR
90-CROMA PVT LTD.pdf,To:,I-VENDOR
90-CROMA PVT LTD.pdf,Name:,I-VENDOR
90-CROMA PVT LTD.pdf,[CROMA,O
90-CROMA PVT LTD.pdf,PVT,B-VENDOR
90-CROMA PVT LTD.pdf,LTD,I-VENDOR
90-CROMA PVT LTD.pdf,Address:,I-VENDOR
90-CROMA PVT LTD.pdf,Ground,I-VENDOR
90-CROMA PVT LTD.pdf,Floor,I-VENDOR
90-CROMA PVT LTD.pdf,Skyzone,I-VENDOR
90-CROMA PVT LTD.pdf,High,I-VENDOR
90-CROMA PVT LTD.pdf,Street,B-ADDRESS
90-CROMA PVT LTD.pdf,Address:,I-VENDOR
90-CROMA PVT LTD.pdf,78,B-QUANTITY
90-CROMA PVT LTD.pdf,Lakeview,I-VENDOR
90-CROMA PVT LTD.pdf,Towers,I-VENDOR
90-CROMA PVT LTD.pdf,Ghatkopar,I-VENDOR
90-CROMA PVT LTD.pdf,West,B-ADDRESS
90-CROMA PVT LTD.pdf,Mumbai,I-ADDRESS
90-CROMA PVT LTD.pdf,Phoenix,I-VENDOR
90-CROMA PVT LTD.pdf,Senapati,I-VENDOR
90-CROMA PVT LTD.pdf,Bapat,I-VENDOR
90-CROMA PVT LTD.pdf,Marg,I-VENDOR
90-CROMA PVT LTD.pdf,Lower,I-VENDOR
90-CROMA PVT LTD.pdf,400086,B-ADDRESS
90-CROMA PVT LTD.pdf,Parel,I-VENDOR
90-CROMA PVT LTD.pdf,Mumbai,B-ADDRESS
90-CROMA PVT LTD.pdf,Maharashtra,I-ADDRESS
90-CROMA PVT LTD.pdf,400013,I-ADDRESS
90-CROMA PVT LTD.pdf,+91,O
90-CROMA PVT LTD.pdf,51234,B-QUANTITY
90-CROMA PVT LTD.pdf,56782,B-QUANTITY
90-CROMA PVT LTD.pdf,Phone,I-VENDOR
90-CROMA PVT LTD.pdf,No:,I-VENDOR
90-CROMA PVT LTD.pdf,_[87BBAQE12K4P106,O
90-CROMA PVT LTD.pdf,a,O
90-CROMA PVT LTD.pdf,DESCRIPTION,B-VENDOR
90-CROMA PVT LTD.pdf,UNIT,I-VENDOR
90-CROMA PVT LTD.pdf,PRICE,I-VENDOR
90-CROMA PVT LTD.pdf,Amount,I-TAX
90-CROMA PVT LTD.pdf,(in,O
90-CROMA PVT LTD.pdf,Rs),B-VENDOR
90-CROMA PVT LTD.pdf,2245,B-QUANTITY
90-CROMA PVT LTD.pdf,Apple,I-VENDOR
90-CROMA PVT LTD.pdf,HomePod,I-VENDOR
90-CROMA PVT LTD.pdf,mini,O
90-CROMA PVT LTD.pdf,10,B-QUANTITY
90-CROMA PVT LTD.pdf,2,B-QUANTITY
90-CROMA PVT LTD.pdf,=,O
90-CROMA PVT LTD.pdf,"9,999.00",O
90-CROMA PVT LTD.pdf,=,O
90-CROMA PVT LTD.pdf,"19,998.00",O
90-CROMA PVT LTD.pdf,3260,B-QUANTITY
90-CROMA PVT LTD.pdf,Amazon,I-VENDOR
90-CROMA PVT LTD.pdf,Echo,I-VENDOR
90-CROMA PVT LTD.pdf,Show,I-VENDOR
90-CROMA PVT LTD.pdf,10,B-QUANTITY
90-CROMA PVT LTD.pdf,10,B-QUANTITY
90-CROMA PVT LTD.pdf,1,B-QUANTITY
90-CROMA PVT LTD.pdf,=,O
90-CROMA PVT LTD.pdf,"22,499.00",O
90-CROMA PVT LTD.pdf,=,O
90-CROMA PVT LTD.pdf,"22,499.00",O
90-CROMA PVT LTD.pdf,Sub-Total,B-VENDOR
90-CROMA PVT LTD.pdf,%,O
90-CROMA PVT LTD.pdf,"42,497.00",O
90-CROMA PVT LTD.pdf,Amount,B-TAX
90-CROMA PVT LTD.pdf,in,O
90-CROMA PVT LTD.pdf,Words:,B-VENDOR
90-CROMA PVT LTD.pdf,Discount(30%),I-VENDOR
90-CROMA PVT LTD.pdf,=,O
90-CROMA PVT LTD.pdf,"12,749.10",O
90-CROMA PVT LTD.pdf,GST(18%),B-VENDOR
90-CROMA PVT LTD.pdf,=,O
90-CROMA PVT LTD.pdf,"7,649.46",O
90-CROMA PVT LTD.pdf,Total,B-TAX
90-CROMA PVT LTD.pdf,Amount:,I-TAX
90-CROMA PVT LTD.pdf,X,I-VENDOR
90-CROMA PVT LTD.pdf,"37,397.36",O
90-CROMA PVT LTD.pdf,eee,O
90-CROMA PVT LTD.pdf,Terms,O
90-CROMA PVT LTD.pdf,&,O
90-CROMA PVT LTD.pdf,Condition:,B-VENDOR
90-CROMA PVT LTD.pdf,Seal,I-VENDOR
90-CROMA PVT LTD.pdf,&,O
90-CROMA PVT LTD.pdf,Signature,B-VENDOR
90-CROMA PVT LTD.pdf,Thank,I-VENDOR
90-CROMA PVT LTD.pdf,you,O
90-CROMA PVT LTD.pdf,for,O
90-CROMA PVT LTD.pdf,Business,B-VENDOR
90-CROMA PVT LTD.pdf,!!!,O
90-CROMA PVT LTD.pdf,Visit,B-VENDOR
90-CROMA PVT LTD.pdf,us,O
90-CROMA PVT LTD.pdf,Again,B-VENDOR
90-CROMA PVT LTD.pdf,!!!,O
8-CROMA PVT LTD.pdf,Receipt,B-VENDOR
